,Title,Context,,Length,Category,Countries mentioned,Top5-Hot-Words,Organizations,URL,Release Date
10,首次见证！所国总督及夫人受邀参加查尔斯三世加冕典礼,【南太之声编译报道】所罗门群岛总督武纳吉爵士（Sir David Vunagi）于4月26日离境，将出席在伦敦举行的英国国王查尔斯三世的加冕典礼。《所罗门星报》报道，查尔斯三世和他的妻子卡米拉将于5月6日在威斯敏斯特教堂举行加冕典礼，成为英国和其他英联邦国家的国王和王后。应白金汉宫邀请，武纳吉爵士和玛丽·武纳吉夫人（Lady Mary Vunagi）以及外交和对外贸易部长将一起出席加冕仪式。26日，政府发表声明称，根据所罗门群岛宪法，查尔斯三世在已故女王伊丽莎白二世于2022年9月8日去世后成为所罗门群岛的国家元首。国家元首通过其代表，即所罗门群岛总督履行《宪法》规定的职责。在履行《宪法》规定的职能时，总督需确保所罗门群岛有一个连续性、稳定和无党派的政府。查尔斯三世的加冕典礼将是一次盛事，也是近70年来的第一次。在一个千年来基本未变的宗教仪式上，将呈现出盛装和庆祝的辉煌。加冕仪式将由坎特伯雷大主教（Archbishop of Canterbury）主持。对所罗门群岛和英国来说，加冕仪式是具有重大意义的宪政和文化时刻。对于英国、英联邦和国际观众来说，这将是一次独特的体验。“对于所罗门群岛来说，查尔斯三世的加冕典礼将是我们获得独立后见证的第一个所罗门群岛国家元首的加冕仪式。已故女王伊丽莎白二世的加冕典礼是在1953年6月2日，那时距离我们1978年脱离英国独立还有25年。”武纳吉爵士和玛丽·武纳吉夫人定于5月1日抵达伦敦。5月5日，两位将出席国王的午宴和为王国和海外代表举行的招待会。5月6日，他们将出席加冕仪式，并于5月8日返回。,,674,历史,所罗门群岛 英国 其他英联邦国家 威斯敏斯特 白金汉宫 英联邦 坎特伯雷,加冕 所罗门 群岛 查尔斯 典礼 ,,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228857&idx=5&sn=3ea123eac09c9f25129597740b132557&chksm=bef6db0f898152191c9bb554a719edac66ff10c6ff62068aa3201b4ff11a42cbd82833317ca1#rd,1683278803
",2023.5.3
11,旅客注意！因麻疹肆虐 该岛国宣布进入公共卫生紧急状态,【南太之声编译报道】美属萨摩亚24日在发现1例麻疹确诊病例和31例疑似病例后宣布进入公共卫生紧急状态。新西兰RNZ报道，当地时间24日晚上，总督莫利加（Lemanu Peleti Mauga）宣布，该状态将于5月24日解除。政府和卫生部现已获授权，利用一切必要权力遏制和防止麻疹的进一步蔓延。全国至此进入紧急状态。包括社区学院在内的所有学校都将停课三周，学校将使用在线和远程学习。如果有人接触过麻疹病例，卫生部有权在不通知的情况下将其隔离长达21天。美属萨摩亚流行病学家阿内西（Scott Anesi）表示，疑似病例的血液检测已于25日晚送往夏威夷，应在72小时内返回。阿内西指出，现在是“一场等待的游戏”。他说：“我们将根据得到的结果来制定应对措施，但在那之前，我们仍在积极开展大规模疫苗接种运动，当前的应对措施仍在积极进行。”他说，重点是让1岁及以上儿童的疫苗接种率达到100%，并使全国的疫苗接种率达到95%。作为应对措施的一部分，麻疹、腮腺炎和风疹（MMR）的首次接种剂量已从一年降低至6个月。另外，政府已向邻国和国际合作伙伴发出旅行通知，向它们通报了确诊和潜在病例。阿内西说，他不知道邻国实施了哪些任何旅行限制，这是由他们自己决定的。他说:“作为旅行建议的一部分，我们要求那些正在考虑入境或已经计划入境的人在入境前进行全面免疫接种。”,,572,旅游,美属萨摩亚 新西兰 夏威夷,麻疹 病例 状态 宣布 进入 ,联合国 亚太计划,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228857&idx=6&sn=1caf18c774ac1b138914d8e3b9d0a8cd&chksm=bef6db0f89815219e0c5cda228f416c7c8eee8a01fef22fe48a4ee546c5a3e374a6dd167db62#rd,1683278803
",2023.5.3
12,已收到1.6万份申请 所国多省开展季节性流动工人招聘,【南太之声编译报道】所罗门群岛外交和对外贸易部下属的劳动力流动小组（Labour Mobility Unit，以下简称“LMU”）近日在该国3个省开展了招聘活动，目前已共有1.6万多名申请者提交申请。《所罗门星报》24日报道，其中，LMU向泰莫图（Temotu）、马基拉（Makira）和伊莎贝尔（Isabel）省开展的外联和征聘方案共收到申请940份。这3个省是LMU计划中人数不足的省份，是3月和4月期间招聘的目标。在伊莎贝尔省，LMU于3月27日至31日在布阿拉（Buala）进行了为期5天的招聘活动，总共收到了145份申请。3月30日至4月2日，LMU团队在基拉基拉（Kirakira）妇女会馆进行了为期两天半的招聘。在基拉基拉举行的提高认识会议是基于有关太平洋澳大利亚劳动力流动（PALM）计划和认可的季节性雇主（RSE）计划的问题。在基拉基拉招聘活动期间，LMU共成功登记了435名申请人。最后一次招聘和宣传活动于4月11日至14日在泰莫图省的拉塔（Lata）市进行。另外，今年早些时候开展的为期两周的招聘活动得到了热烈的反响，共有15024名申请人通过在线或电子邮件提交了申请。对招聘感兴趣的上述省份的候选人可以将申请材料提交给LMU团队。对护照和无犯罪证明的要求也有所放松。申请人可跟进这些文件的进展，并在晚些时候提交。,,568,旅游,所罗门群岛 澳大利亚,招聘 LMU 申请 活动 开展 ,所罗门群岛外交和对外贸易部，LabourMobilityUnit，PALM计划，RSE计划,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228818&idx=1&sn=1d28b7b7b4d66085f43f7268b45ed7e0&chksm=bef6db2489815232392e75ede64fc2b67e7419c5df6e27231b22063e78545ba54a8d6bf7b93b#rd,1682890995
",2023.5.1
13,太平洋社区发起集体诉讼：这场气候危机应该让澳大利亚负责！,【南太之声编译报道】一位前太平洋岛国总统近日支持托雷斯海峡岛民发起的一项法律诉讼，要求澳大利亚政府对气候危机的不作为负责。英国《卫报》报道，基里巴斯前总统艾诺特·唐（Anote Tong）24日签署了一份声明，声援卡巴伊（Paul Kabai）和帕拜（Pabai Pabai），他们已将（澳大利亚）政府告上法庭，要求根据科学进一步减少排放。这两名托雷斯海峡岛民来自澳大利亚最北端两个岛屿上的Boigu和Saibai社区。地势低洼的Saibai距离巴布亚新几内亚只有4公里，这两个岛屿都经常被海水淹没。二人代表各自社区发起了一场具有里程碑意义的集体诉讼，认为澳大利亚未能阻止气候变化的行为是非法的，如果不加以控制，气候变化将摧毁他们的家园。唐表示支持，并表示澳大利亚需要在减排方面做得更多。“澳大利亚政府正在加大力度减少国内排放，并承诺到2050年达到零排放水平，这很好，但真正的挑战一直是出口化石燃料、石油和天然气，这些燃料的排放量基本上比国内排放的要多得多。所以这才是真正的挑战。”唐继续指出，“（澳大利亚）政府有时觉得这不是他们的问题。这是进口国的问题，但尽管如此，它仍然是全球排放量的提供者。”在对两个社区进行了为期一周的访问后，唐对二人提出的诉讼表示支持。他说:“我们发现，这些人面临的情况与我们在世界上的处境有很大的相似之处。这些人、这些社区真的没有得到任何关注。”卡巴伊说，他担心如果不采取任何措施缓解气候变化，他所在的文化和社区将面临消失的风险。,,630,历史,基里巴斯 澳大利亚 巴布亚新几内亚,澳大利亚 社区 气候 诉讼 政府 ,联合国 亚太计划,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228818&idx=2&sn=13699183dd2a3fdb0159fc233fffcaa4&chksm=bef6db248981523266817c961368eb67cc7d3f690405665258818d5121f318428a5099a94817#rd,1682890995
",2023.5.1
14,外国人娶个当地人开公司可行吗？所国宣布这项新政,【南太之声编译报道】所罗门群岛商业、劳工、工业和移民部长奎格托（Fredrick Qologeto）20日在议会表示，任何与所罗门群岛女性结婚的外国人都可以妻子的名义经营企业，只要该企业是以妻子的名义注册的，并且她是银行账户的签字人。《所罗门星报》报道，这是在回答和提问环节时，West Are’Are议员玛尼阿鲁（John Maneniaru）提出了这个问题。玛尼阿鲁说：“我的理解是，如果一个外国人来了所罗门群岛，和当地女性结婚，企业注册在该女子名下，她就可以经营企业。”奎格托回答说:“是的，任何与我国女子结婚的外国人都可以经营企业，因为妻子来自所罗门群岛。但我们部门非常谨慎。企业要注册在妻子名下，她应该是银行账户的签字人，以避免外国人取了钱，然后出国。因此，我们也正在仔细监测漏洞。如果是妻子注册企业，她就应该是签字人。”东霍尼亚拉议员埃特（Douglas Ete）还询问了本地人在国内经商的保留名单有何变化。奎格托表示，已于2020年8月进行了一些修订，为所罗门群岛本地人保留了商业清单。“在农业和农场方面有一些规定，外国人不得在国内销售农产品。这也适用于渔场，他们可以捕鱼，但不能在城里出售。名单现在已经从14个增加到21个。”奎格托表示，政府对国家法律非常谨慎，以确保有平等的机会，为本国民众和外国人提供业务。部门正在制定法规，严格监督在该国做生意的外国人。,,587,历史,所罗门群岛,外国人 企业 所罗门 群岛 妻子 ,所罗门群岛商业 劳工 工业和移民部,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228818&idx=3&sn=b52f8102654fc4cd7f9b2b14aaad026f&chksm=bef6db24898152323374de4f7d17c91d7e757ef5c6c96f2d2aceaadf848b99409829cb0150ef#rd,1682890995
",2023.5.1
15,太平洋地区组织与该国签了价值千万元的气候合同,【南太之声编译报道】太平洋共同体（SPC）近日和新西兰签署了一项新协议，以促进太平洋地区的气候行动。太平洋共同体官网24日报道，新西兰副总理塞普洛尼（Carmel Sepuloni）在宣布这一新的伙伴关系时表示:“面对气候变化对我们地区不断升级的影响，我们必须团结起来，加快行动，在世界上最脆弱的地区之一提升复原力。这就是为什么新西兰承诺向SPC的气候变化旗舰计划提供3000万新西兰元（约合1840万美元），以扩大和加强其在蓝色太平洋大陆的气候工作。”SPC气候变化和环境可持续性主任帕斯丝（Coral Pasisi）说：“SPC的气候变化旗舰计划将支持太平洋岛屿国家和地区加强其可持续气候行动的努力。旗舰计划采用循证的决策方法，集中服务和能力帮助这些国家实现其低碳和气候适应型可持续发展目标。气候变化旗舰计划将为太平洋国家和地区提供更多的气候融资渠道。它还将提供综合能力和改进的数据，以支持气候行动。”SPC波利尼西亚区域主任塔戈（Leituala Kuiniselani Toelupe Tago）感谢新西兰对SPC旗舰气候变化计划的重大投资。,,475,环境,新西兰 波利尼西亚,气候 太平洋 地区 SPC 变化 ,太平洋共同体（SPC）,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228818&idx=4&sn=268439de57e31adabb7ea47d3d43060d&chksm=bef6db2489815232ea80514060fc56546d156baa15f59289e15d3c637a01b8569f7c68cb21b3#rd,1682890995
",2023.4.29
16,儿童要小心！世卫组织称在岛国发现印度“死亡糖浆”,【南太之声编译报道】世界卫生组织（WHO）25日表示，在马绍尔群岛和密克罗尼西亚发现了一家印度公司生产的受污染的止咳糖浆。去年，一些国家发生了一系列与类似糖浆有关的儿童死亡事件。路透社报道，世卫组织的声明中没有说明马绍尔群岛或密克罗尼西亚是否有儿童患病，但表示，一批进口止咳糖浆（产品名称为Guaifenesin syrup TG syrup）的样品被污染，含有过量的二甘醇和乙二醇，这两种物质在食用后对人体有毒，可能会致命。世卫组织称，这些药品的制造商是位于印度旁遮普邦北部的QP Pharmachem有限公司，该产品的销售商是邻近的哈里亚纳邦的Trillium Pharma。在4月6日收到报告后，世卫组织对可疑批次的样品进行了分析。QP Pharmachem总经理25日说，该公司获得了印度政府的许可，只向柬埔寨出口了1.8万瓶糖浆。他说，这些糖浆也在印度销售，并补充说，到目前为止还没有收到投诉。世卫组织在声明中表示，QP Pharmachem和Trillium都没有就这些产品的安全性和质量向世卫组织提供保证。今年1月，世卫组织呼吁立即采取行动，保护儿童免受污染药品的侵害，去年发生了一系列与咳嗽糖浆有关的儿童死亡事件。2022年，冈比亚、印度尼西亚和乌兹别克斯坦有300多名儿童(主要是5岁以下)死于急性肾脏损伤，死因均与受污染的药品有关。（周晓编译）,,582,教育,印度 马绍尔群岛 密克罗尼西亚 柬埔寨 哈里亚纳邦 冈比亚 印度尼西亚 乌兹别克斯坦,组织 世卫 糖浆 儿童 印度 ,世界卫生组织（WHO）,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228818&idx=5&sn=b29909588a286960630a6e06b2f41138&chksm=bef6db248981523269eef803e1a152915cee32a69ac71eed707120094bdcd4c0e90df45c75d1#rd,1682890995
",2023.4.29
17,太平洋运动会加速筹备中 澳大利亚援助引发多重质疑,【南太之声编译报道】Devpolicy Blog21日援引澳大利亚国立大学克劳福德公共政策学院发展政策中心主任、经济学教授豪斯（Stephen Howes）刊发在洛伊国际政策研究所的文章。文章摘编如下：2023年太平洋运动会将于今年年底在所罗门群岛举行。澳大利亚国际发展和太平洋事务部长康罗伊（Pat Conroy）在2022年8月访问霍尼亚拉期间宣布，澳大利亚将为运动会提供1700万澳元的支持。这花了三个月的时间，澳大利亚外交贸易部最终在回答2022年11月参议院预算听证会上确认，1700万澳元将从澳大利亚对所罗门群岛的双边援助预算（预计2022至2023财年为1.03亿澳元）中提取。具体援助资金包括：·所罗门群岛运动会组委会5个职位和所罗门群岛国家体育委员会2个职位；·整修霍尼亚拉6所学校的宿舍，供来访的运动员和官员住宿；·为所罗门群岛国家体育学院提供运动器材，以协助所罗门群岛运动员；·设置临时海洋中心，将用作开放水上运动项目的场地。将超过16%的双边援助和超过10%的澳大利亚对所罗门群岛总援助分配给太平洋运动会的决定引发了几个问题。首先，它违反了官方援助或官方发展援助（ODA）规则。ODA“规则手册”的相关章节——经合组织发展援助委员会的统计指令（2021年）指出，“艺术、音乐和体育赛事”的支出应被排除在外。外交贸易部办公室告诉我，“根据经合组织发展援助委员会的指导方针对资金进行了官方发展援助资格评估，符合本办公室的要求”。以下是外交贸易部提供的理由，说明为什么这种援助符合ODA条件:这笔资金将用于一些活动，这些活动不仅有利于运动会，还将带来长期的社会发展效益，包括为所罗门群岛的年轻人带来好处。不幸的是——尽管外交贸易部缺乏援助透明度，我无法获得澳大利亚具体援助的细节（这并不奇怪），但在我看来，翻修宿舍和提供运动器材可以被接纳为符合ODA，但考虑到时间，组织职位和设置临时海洋中心显然不符合条件。鉴于澳大利亚政府对基于规则的国际秩序的重视，这种做法被视为遵守经合组织的援助规则，也符合澳大利亚的利益。接下来是优先事项的问题。外交贸易部也在这一点上做出了回应，指出这笔资金是应霍尼亚拉的直接请求提供的，并说“澳大利亚支持太平洋运动会，因为它是所罗门群岛的优先事项，也是太平洋大家庭的重要活动”。但在所罗门群岛和太平洋以外也有大量和迫切的需要。世界粮食计划署近日表示，它将不得不将生活在孟加拉国难民营的100万罗兴亚难民的口粮从每人每月12美元减少到每人每月10美元。澳大利亚人将向太平洋运动会提供的1700万澳元本可以帮助100万难民避免8个月的口粮削减。,,1092,体育,澳大利亚 所罗门群岛 霍尼亚拉 经合组织 孟加拉国,援助 澳大利亚 所罗门 群岛 太平洋 ,组织或计划经合组织发展援助委员会 世界粮食计划署 洛伊国际政策研究所 太平洋运动会 所罗门群岛国家体育委员会 所罗门群岛国家体育学院。,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228818&idx=6&sn=03f54646534738ebd4112356276bb9a2&chksm=bef6db24898152326e38641310fd700adf5f8dbb09c8dce2e62164e0f8064a0c6133768c9c8f#rd,1682890995
",2023.4.27
18,太平洋季节性劳工多久回一次新西兰？,【南太之声编译报道】新西兰怀卡托大学和奥克兰科技大学名誉教授理查德·贝德福德（Richard Bedford）和发展政策中心研究员夏洛特·贝德福德（Charlotte Bedford）19日在Devpolicy Blog网站发表署名文章《太平洋季节性劳工多久回一次新西兰？》，文章摘编如下：在季节性工作签证（RSE）计划实施的前15年中，在不同时期，人们一直关注的问题是，就业机会是否在新招聘的劳工和返回（新西兰）劳工之间进行公平分配，或者RSE工作是否主要提供给已经掌握了RSE所需必要技能和经验的返回劳工。在这篇博客中，我们研究了36675名RSE劳工的返岗频率，2007年7月1日至2022年6月30日，他们从太平洋国家到新西兰的频次只有不到10.2万次。尽管自该计划启动以来，几乎每年都有RSE劳工返回新西兰，但所有太平洋国家中，连续10个季度或以上返回新西兰的人数比例都很低。总的来说，只有5%的太平洋地区RSE劳工属于这一长期类别。换句话说，将季节性工作作为长期就业策略的RSE劳工数量并不多。总之，从RSE劳工返回率的数据中可以得出两个关键结论。首先，在该计划实施的前15年里，所有太平洋地区的RSE劳工中，有将近一半（44%）只参加了一个季度的工作。这比预期的要高，表明RSE雇主正在分配季节性工作机会，而不是过度依赖返回劳工。其次，对于返回的劳工来说，大多数人只参加两到三个季度的工作。四个季度或更长时间的劳工返回率比通常认为的要低，这表明在两到三个季度时劳工留存率会出现自然波动。这有助于减轻人们的担忧，即个体劳工对RSE就业的依赖（反映在他们每年重复招聘）正在成为一个普遍的问题。也就是说，如果RSE工作在家庭成员之间传递，那么家庭内部可能仍然存在对RSE工作的依赖。对于可能正在审查其参与新西兰RSE计划的太平洋各国政府来说，在考虑采取任何措施（如任期限制）来管理向新西兰供应季节性劳动力时，应考虑在新招募劳工和返回劳工之间公平分配RSE机会，以及许多劳工只参加两到三年的事实。从本质上讲，RSE计划正按预期运作。大多数RSE工人及其家庭会利用新西兰的季节性工作机会，参与工作时间相对较短，通常是为了实现相当具体的社会和经济目标。对于大多数RSE参与者来说，参与海外季节性就业可以被视为几种生计策略之一，使在本国的家庭能够改善经济状况。,,980,历史,新西兰 太平洋国家,劳工 RSE 新西兰 工作 季节性 ,太平洋季节性劳工计划（RSE）,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228818&idx=7&sn=632b7f602899f97a217c561955aa6c25&chksm=bef6db2489815232d73e57c07431fcea54b334d5c74e56d237da216757c8cbb65c911f8b1560#rd,1682890995
",2023.4.27
19,定了！这个东亚国家将于5月与太平洋岛国举行峰会,图为韩国总统府18日表示，总统尹锡悦（Yoon Suk Yeol）将于5月与太平洋岛国领导人举行峰会，讨论如何扩大韩国与该地区的合作。（图/太平洋岛屿新闻协会网站截图）【南太之声编译报道】韩国总统府18日表示，总统尹锡悦（Yoon Suk Yeol）将于5月与太平洋岛国领导人举行峰会，讨论如何扩大韩国与该地区的合作。《韩国时报》报道，首届韩国-太平洋岛国首脑会议将于5月29日至30日在韩国首尔举行，旨在加强该地区岛国之间合作的政府间机构太平洋岛国论坛的18个成员国的领导人都将参加，包括巴布亚新几内亚、斐济、马绍尔群岛共和国、澳大利亚和新西兰等。这将是自去年5月尹锡悦政府上台以来，韩国主办的首次多边首脑会议。韩总统府表示:“即将举行的峰会将标志着我国政府的印太战略开始按地区全面实施，将我们与战略重要性日益提高的太平洋岛国的协商机制提升到最高级别，并根据太平洋岛国的实际需求扩大合作。”,,396,旅游,巴布亚新几内亚  马绍尔群岛共和国 澳大利亚 新西兰 韩国,太平洋 岛国 韩国 5月 举行 ,太平洋岛国论坛,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228791&idx=2&sn=ab852ca677b0fb5e690e464c1e88f3be&chksm=bef6d8c1898151d7becb6c16758caf5ba58aab69dbc63a8126907ca69f977bd5fc1ae108bc85#rd,1682667165
",2023.4.25
20,第187届海洋与气候在线论坛召开 继续关注厄尔尼诺现象,【南太之声编译报道】近日，在瓦努阿图召开的第187届海洋与气候在线论坛(OCOF)上，厄尔尼诺-南方涛动(ENSO)的现状是讨论议程上的主题之一。太平洋区域环境规划署网18日报道，澳大利亚气象局证实，虽然他们发布了厄尔尼诺观察，但目前的ENSO状态仍然是中性的，这意味着它既不是拉尼娜也不是厄尔尼诺。然而，该局正在观察一些指标，这些指标表明厄尔尼诺现象可能会发展，有50%的几率会在2023年年中发生。太平洋地区在过去三年经历了拉尼娜现象。当被问及这是否是一种异常现象时，澳大利亚气象局的比尔德（Grant Beard）说，这并不一定是一种异常现象。“随着气候变化，我们将看到厄尔尼诺等现象的影响在整个地区被放大。在厄尔尼诺期间通常干燥的地区将变得更加干燥，更容易受到干旱的影响。”该国气象局会密切留意有关情况及其发展，并会在每月的OCOF以及将于今年4月及10月举行的太平洋岛屿气候展望论坛期间，向太平洋气象局通报有关情况。OCOF为太平洋地区的各国气象服务局提供一个平台，利用不同的预报平台进行季节预报。这项功能过去主要由太平洋以外的机构完成，例如新西兰国家水和大气研究所、澳大利亚气象局和美国国家海洋和大气管理局。OCOF由太平洋区域环境规划署在每月第三周举行。12个太平洋岛国参加了会议，并得到了气象局和太平洋共同体(SPC)的支持。,,571,科学,澳大利亚 新西兰 瓦努阿图 美国,太平洋 厄尔尼诺 现象 气象局 气候 ,太平洋区域环境规划署 澳大利亚气象局 新西兰国家水和大气研究所 美国国家海洋和大气管理局 太平洋共同体,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649228791&idx=3&sn=5e511ba35e023cbe892ec167df25c08e&chksm=bef6d8c1898151d78ff43c1b23b3de9aa732a30c6296654712423f0f56988453c9af1c98ef8f#rd,1682667165
",2023.4.25
