,Title,Context,Length,Category,Countries mentioned,Top5-Hot-Words,Organizations,Release Date,Unnamed: 0,URL
394,【快讯】2022年9月15日斐济共新增2个新冠确诊病例,今日共17名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例75个，共记录了68223个病例，其中66274人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68153。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年9月14日，斐济共有95.2%的成人（58.9万人）完全接种了疫苗，104%（原文数据）的成人（64.3万人）完成了第一针疫苗的接种。15至17岁的儿童共有32420名完全接种了疫苗，39029名完成了第一针疫苗的接种。12至14岁的儿童共有16727名完全接种了疫苗,367,其他,Not mentioned,病例 疫苗 接种 确诊 共有 ,,2022.9.22,501,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226182&idx=1&sn=53e982808a59e3caa6ae716bc1cb0490&chksm=bef926f0898eafe6d280ca617bc4b91f2c259d32c06aa1761b42ab1fb40755b00ad88f6991b2#rd
398,瓦努阿图贸易出口管理升级：出口澳洲农产品须符合多项条件,【南太之声编译报道】瓦努瓦图生物安全代理部长近日警告出口商，向海外市场出口新鲜产品必须遵守生物安全条件。不遵守规定的农产品可能会被销毁。瓦努阿图《瓦国日报》10日报道，农牧业、林业、渔业和生物安全部（MALFFB）代理部长卡尔通加（Bakoa Kaltongga）表示，在确定特定新鲜农产品的市场后，出口商需要以正式和透明的方式正式请求生物安全部提供便利，以便更好地促进和推动贸易往来。卡尔通加在一份声明中强调：“我们在国际市场上的声誉对未来出口市场的可持续性，以及获得进口国的信任非常重要。因此，繁重的责任就落在了我们生物安全部的身上。为此，我们应遵循程序来保障和发展我们的出口市场，并向生物安全部咨询认可的商品清单和我们期望遵守的条件。”卡尔通加指出，“我希望明确，出口到澳大利亚的新鲜农产品必须（符合以下条件）”：-是获准进口到澳大利亚的国家允许品种；-只供人类食用；-无活的病虫害、未受污染的种子、土壤、动物和植物残渣，以及任何其他涉及生物安全的材料；-经出口国家植物保护组织（NPPO-瓦努阿图生物安全）认证，符合进口到澳大利亚的所有要求；-采用清洁、全新、防虫的包装，并贴上明确的标签；-符合澳大利亚的进口食品法规。卡尔通加重申：“我承认在发展新鲜农产品出口途径方面有一个既定的过程，这需要出口途径中的所有参与者与该行业的所有出口商和利益相关者密切协作。为了避免产生疑问，我希望继续明确，向澳大利亚出口新鲜根茎类作物和蔬菜的条件是针对以下农产品指定的。“其中包括：-淡水芋头-鲜山药-木薯-新鲜椰子山药或塔罗维提，生姜和面包果可以以冷冻和干燥的形式出口到澳大利亚。同时他指出：“我已正式指示生物安全部启动与农业、水和环境部（DAWE）发起正式讨论，以建立一条交易渠道，并同意贸易条件。”他补充说，尽管进口国设置了非常高的生物安全制度和严格的生物安全监管要求，瓦努阿图面向海外市场的新鲜农产品出口在最近几年已经逐渐成熟。（周晓编译）,821,其他,瓦努阿图 澳大利亚,出口 生物 农产品 新鲜 条件 ,MALFFB NPPO DAWE,2022.9.21,505,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226177&idx=4&sn=ae8fc72eb4541eddc1ded201642ca6dc&chksm=bef926f7898eafe1ce983177e029ca73602013b297acdcaf7f23fe2220d2b9f72f0ca6cec99e#rd
409,改善民生基础服务 所罗门政府推进东马莱塔省道路基建,【南太之声编译报道】所罗门政府近日正通过东马莱塔选区办公室（EMCO）来实施东马莱塔的道路基础设施发展，以改善选民获得基本服务的可及性。这一点在政府经EMCO在该地区兴建的几处新的支线道路基础设施中可见一斑。所罗门群岛《所罗门星报》1日报道，这些新支线道路包括6公里的Baunakunu路（仍在建设中）、4公里的Fauia（仍在建设中）等5条道路。对此，选区工程官员卡瓦利曼努（William Kwalemanu）说：“道路基础设施发挥着关键作用，为人员和货物的有效流动提供灵活性，并为各种各样的社会和经济活动提供便利。”据悉，东马莱塔是该国大多数人居住在内陆的选区之一，道路基础设施和其他政府服务仍然是一个挑战。卡瓦利曼努表示：“所以，我们的目标是帮助生活在内陆的人们获得政府服务，并通过道路基础设施将他们与外界联系起来，这是我们选区办公室发展计划的首要任务之一。”（萨琳编译）,390,其他,所罗门,道路 基础 政府 设施 服务 ,EMCO,2022.9.17,520,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226087&idx=1&sn=a0be2c573378a9592d382a92dd24fd55&chksm=bef92651898eaf47560fb64f40b6cdbc7de789a31e32d0195a09e9f817e5c6fc2e8dfb398ecd#rd
413,提高最低工资 巴新政府将解决通胀写入补充预算案,【南太之声编译报道】巴新总理马拉佩（James Marape）近日宣布，政府将在补充预算案中解决通货膨胀问题，并在选举前实施提供的6.1亿基纳（约合1.73亿美元）的援助。巴布亚新几内亚今日巴新网8月30日报道，马拉佩表示，为了应对高通货膨胀率，政府将基本工资水平从1.2万基纳增加到1.75万基纳，其中包括为全国学校提供200基纳的项目费用。“我们还取消了10%的燃料券，如果这还不够，它将无法阻止我们目前正在经历的输入型通胀，但至少我们的政府今天迈出了第一步。”他还说:“在选举之前，我们提供了价值6.1亿基纳的援助，包括那些收入低于1.7万基纳的人。如果我没记错的话，以前的门槛是1.2万基纳，这个数字有所增加。这对于售货员、保安、临时工来说是很低的工资，这些人都处于工资结构的低端。”（萨琳编译）,352,其他,巴新 巴布亚新几内亚,基纳 工资 政府 提供 巴新 ,联合国,2022.9.16,524,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226087&idx=5&sn=4937da9d7abcd559bc165b72d8e33846&chksm=bef92651898eaf47431dac88504d0c64792ce70f1ceb5549980b7f8ecb05a95228cedb388b4b#rd
414,巴新矿业商会：勘探是采矿的关键,【南太之声编译报道】根据巴新矿业与石油商会的数据，资源部门贡献了该国39%的国内生产总值（GDP）。商会副会长萨马尔（Philip Samar）表示，随着现有矿山寿命的结束，勘探对该行业的继续发展至关重要，比如Ok Tedi矿山将于2030年停止运营。巴布亚新几内亚《国民报》2日报道，萨马尔说：“勘探是一项高风险业务，失败率高达99%。每1000个勘探目标中，只有50个能进行进一步勘探，其中只有两个能进行可行性研究，最终只有一个成为矿山。”矿产资源管理局的信息显示，仅在2011年，整个国家就“遍布”了勘探许可证。然而，所有这些活动现在都已枯竭，只有少数几个勘探许可证在2022年运营。对此，萨马尔表示，商会致力于与政府合作，解决鼓励勘探和采矿的关键因素，例如远景预测、明确的法律权威、探矿权和采矿权的使用权保障和可转让性等。（萨琳编译）,371,其他,巴布亚新几内亚,勘探 商会 只有 萨马尔 矿山 ,巴新矿业商会,2022.9.16,525,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226087&idx=6&sn=84ee98fb90633d14ac6b9819200cac54&chksm=bef92651898eaf47d2a6b83a6753eaf8e2e352d2ccf9788adda31044e6b94751bee6948f86d1#rd
416,【快讯】2022年9月8日斐济共新增7个新冠确诊病例,今日共55名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例76个，共记录了68207个病例，其中66257人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68137。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年9月6日，斐济共有95.2%的成人（58.9万人）完全接种了疫苗，104%（原文数据）的成人（64.3万人）完成了第一针疫苗的接种。15至17岁的儿童共有32387名完全接种了疫苗，39001名完成了第一针疫苗的接种。12至14岁的儿童共有16653名完全接种了疫苗,366,其他,Not mentioned,病例 疫苗 接种 确诊 共有 ,无,2022.9.15,527,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226086&idx=1&sn=611325d548615da848e5794da046565a&chksm=bef92650898eaf4661f61d5c444bf7995621d9aa977d98161a96144945de217a3c54b3ad8aa0#rd
425,改善民生基础服务 所罗门政府推进东马莱塔省道路基建,【南太之声编译报道】所罗门政府近日正通过东马莱塔选区办公室（EMCO）来实施东马莱塔的道路基础设施发展，以改善选民获得基本服务的可及性。这一点在政府经EMCO在该地区兴建的几处新的支线道路基础设施中可见一斑。所罗门群岛《所罗门星报》1日报道，这些新支线道路包括6公里的Baunakunu路（仍在建设中）、4公里的Fauia（仍在建设中）等5条道路。对此，选区工程官员卡瓦利曼努（William Kwalemanu）说：“道路基础设施发挥着关键作用，为人员和货物的有效流动提供灵活性，并为各种各样的社会和经济活动提供便利。”据悉，东马莱塔是该国大多数人居住在内陆的选区之一，道路基础设施和其他政府服务仍然是一个挑战。卡瓦利曼努表示：“所以，我们的目标是帮助生活在内陆的人们获得政府服务，并通过道路基础设施将他们与外界联系起来，这是我们选区办公室发展计划的首要任务之一。”（萨琳编译）,390,其他,所罗门,道路 基础 政府 设施 服务 ,EMCO,2022.9.10,520,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226087&idx=1&sn=a0be2c573378a9592d382a92dd24fd55&chksm=bef92651898eaf47560fb64f40b6cdbc7de789a31e32d0195a09e9f817e5c6fc2e8dfb398ecd#rd
429,提高最低工资 巴新政府将解决通胀写入补充预算案,【南太之声编译报道】巴新总理马拉佩（James Marape）近日宣布，政府将在补充预算案中解决通货膨胀问题，并在选举前实施提供的6.1亿基纳（约合1.73亿美元）的援助。巴布亚新几内亚今日巴新网8月30日报道，马拉佩表示，为了应对高通货膨胀率，政府将基本工资水平从1.2万基纳增加到1.75万基纳，其中包括为全国学校提供200基纳的项目费用。“我们还取消了10%的燃料券，如果这还不够，它将无法阻止我们目前正在经历的输入型通胀，但至少我们的政府今天迈出了第一步。”他还说:“在选举之前，我们提供了价值6.1亿基纳的援助，包括那些收入低于1.7万基纳的人。如果我没记错的话，以前的门槛是1.2万基纳，这个数字有所增加。这对于售货员、保安、临时工来说是很低的工资，这些人都处于工资结构的低端。”（萨琳编译）,352,其他,巴新 巴布亚新几内亚,基纳 工资 政府 提供 巴新 ,无,2022.9.9,524,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226087&idx=5&sn=4937da9d7abcd559bc165b72d8e33846&chksm=bef92651898eaf47431dac88504d0c64792ce70f1ceb5549980b7f8ecb05a95228cedb388b4b#rd
430,巴新矿业商会：勘探是采矿的关键,【南太之声编译报道】根据巴新矿业与石油商会的数据，资源部门贡献了该国39%的国内生产总值（GDP）。商会副会长萨马尔（Philip Samar）表示，随着现有矿山寿命的结束，勘探对该行业的继续发展至关重要，比如Ok Tedi矿山将于2030年停止运营。巴布亚新几内亚《国民报》2日报道，萨马尔说：“勘探是一项高风险业务，失败率高达99%。每1000个勘探目标中，只有50个能进行进一步勘探，其中只有两个能进行可行性研究，最终只有一个成为矿山。”矿产资源管理局的信息显示，仅在2011年，整个国家就“遍布”了勘探许可证。然而，所有这些活动现在都已枯竭，只有少数几个勘探许可证在2022年运营。对此，萨马尔表示，商会致力于与政府合作，解决鼓励勘探和采矿的关键因素，例如远景预测、明确的法律权威、探矿权和采矿权的使用权保障和可转让性等。（萨琳编译）,371,其他,巴布亚新几内亚,勘探 商会 只有 萨马尔 矿山 ,巴新矿业商会,2022.9.9,525,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226087&idx=6&sn=84ee98fb90633d14ac6b9819200cac54&chksm=bef92651898eaf47d2a6b83a6753eaf8e2e352d2ccf9788adda31044e6b94751bee6948f86d1#rd
432,【快讯】2022年9月8日斐济共新增7个新冠确诊病例,今日共55名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例76个，共记录了68207个病例，其中66257人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68137。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年9月6日，斐济共有95.2%的成人（58.9万人）完全接种了疫苗，104%（原文数据）的成人（64.3万人）完成了第一针疫苗的接种。15至17岁的儿童共有32387名完全接种了疫苗，39001名完成了第一针疫苗的接种。12至14岁的儿童共有16653名完全接种了疫苗,366,其他,Not mentioned,病例 疫苗 接种 确诊 共有 ,无,2022.9.9,527,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226086&idx=1&sn=611325d548615da848e5794da046565a&chksm=bef92650898eaf4661f61d5c444bf7995621d9aa977d98161a96144945de217a3c54b3ad8aa0#rd
